title,stars,comment
"







  
  
    perfect
  
",5.0 out of 5 stars,"









  
  
    
  I love the product and the service is great. Will definitely buy again

  
"
"







  
  
    The best!
  
",5.0 out of 5 stars,"









  
  
    
  This is great to either help or prevent rashes after shaving. Works better than any other product.

  
"
"







  
  
    Love it
  
",5.0 out of 5 stars,"









  
  
    
  I have a really sensitive skin and I have been trying so many products already. My friend recommended this spray to me so I decide to give it a try. Unlike the other skin products that I tried, it is burning my face off! I like this one cuz it’s not giving me any burns or irritation. It makes my skin feel smooth and soft. I can tell my skin is not that red anymore.

  
"
"







  
  
    refreshing, non irritating.  Keep in fridge.
  
",3.0 out of 5 stars,"









  
  
    
  No miracles, no problems.

  
"
"







  
  
    A must have !
  
",5.0 out of 5 stars,"









  
  
    
  I have to have this product on my sink! Good for a Refresh and to dampen skin without stickiness or smell.

  
"
"







  
  
    Must buy!
  
",5.0 out of 5 stars,"









  
  
    
  Always keep one at home

  
"
"







  
  
    Spray stopped working
  
",2.0 out of 5 stars,"









  
  
    
  I like this product and bought for daughter and myself, but feel it was a rip off.  When about 1/2 was left, the spray stopped working. So, really did not get money’s worth and too late to return. 🙁

  
"
"







  
  
    How does water reduce itchiness? I dunno. Magic?
  
",5.0 out of 5 stars,"









  
  
    
  This product is a new favorite. I have a long history with issues of itchiness on my face and trying to keep my skin hydrated without getting pimples from overhydrating with creams or facial oils. I’ve used this product in a few ways - just as straight mist to my face, as moisture to mix with powdered face masks, and my favorite is as a base to mix with a drop of facial oil- I do this by putting a drop or two of oil in a separate spray bottle with about .5ml of this product, cap it, shake it vigorously, and spray it on my face. I truly notice a big difference in itchiness having used this product. Well worth the price. Will definitely be buying this product again.

  
"
"







  
  
    It's very good
  
",5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
"







  
    Maravilloso
  
  
",5.0 out of 5 stars,"









  
    
  Súper recomendado

  
  
"
"







  
  
    Super fine hydrating mist..
  
",5.0 out of 5 stars,"









  
  
    
  This water spray can is so much more. The fine water mist particles will drench your skin leaving it with the most refreshing feeling. So whether you have sensitive skin, mild irritation or just been in the sun too long, this is a must-have!

  
"
"







  
  
    Water hose anyone?
  
",1.0 out of 5 stars,"









  
  
    
  I wanted to really like this product but I didn’t. It’s sprayed too violently on my face! Felt like a water hose hitting me. Amazon was nice enough to send me a return payment. Maybe I just got a bunk bottle?? not sure. But I will be trying a different brand.

  
"
"







  
  
    Pool side fanciness
  
",5.0 out of 5 stars,"









  
  
    
  I live in the high desert and even on pool days the heat can be unbearable, so I use this product as a mister when I don't want to take the plunge in my pool. It's lovely for that purpose, I don't however notice much moisturizing happening while using this product. I would love it to have that benefit considering how pampered I feel using it, but alas, I am still having to turn to my argon oil to keep my skin from feeling dry and cracking.I know that I could buy a spray bottle and throw in some bottled water with the same effect, but then I wouldn't be able to say ""would you hand me my French spring water spray?""...it's just not as sexy, or as pretentious.

  
"
"







  
  
    Amazing and so light!
  
",5.0 out of 5 stars,"









  
  
    
  The best! Will be buying again!

  
"
"







  
  
    Didn’t cool my face
  
",2.0 out of 5 stars,"









  
  
    
  This water spray didn’t cool or soother my face anymore than normal tap water would have. I feel that it is overpriced for what you get.

  
"
"







  
  
    Yesss honey
  
",5.0 out of 5 stars,"









  
  
    
  Girl, let me tell you. This stuff is it! I’ve suffered from ace to cystic acne for years and I finally found a routine that works for me. I wash my face with JUST make up wipes and water, then spray my face with this amazing stuff. I’m thinking all the different products with a bunch of ingredients really irritated my face but this stuff is natural and feels great on your face. It’s refreshing and it leaves you feeling like a million bucks. I love it and it’s the only thing I’ll ever use.

  
"
"







  
  
    Love it
  
",5.0 out of 5 stars,"









  
  
    
  Excellent product

  
"
"







  
  
    Deceptive advertising
  
",2.0 out of 5 stars,"









  
  
    
  The wrapper says 10.1 FL oz, but the spray bottle is 5.0 FL oz. This is deceptive advertising. Please correct the product description to say 5.0 FL oz.

  
"
"







  
  
    Good
  
",5.0 out of 5 stars,"









  
  
    
  Good

  
"
"







  
  
    Love this stuff!
  
",5.0 out of 5 stars,"









  
  
    
  I don’t know why I love this stuff so much, it’s water in a spray can! But it’s the softest, most refreshing mist and I am obsessed. I can’t keep it away from 9 year old daughter. She loves it too!

  
"
"







  
  
    Perfect
  
",5.0 out of 5 stars,"









  
  
    
  Item as described.

  
"
"







  
  
    Good
  
",5.0 out of 5 stars,"









  
  
    
  I loved

  
"
"







  
  
    Recommend to my friends with sensitive skin.
  
",5.0 out of 5 stars,"









  
  
    
  I really recommend this spring water product to my friends. I have sensitive skin and my skin could not accept most of skin care products. But this is the only some that are suitable for me. I continue to order it every month!!

  
"
"







  
  
    I'LL NEVER GO BACK TO ANYOTHER SPRAY
  
",5.0 out of 5 stars,"









  
  
    
  the ingredients say it all.... perfect for my dry, acne and sensitive skin... Im a huge facial spray fan but not a fan of fragrance or other toxic ingredients... Found my holy grail

  
"
"







  
  
    Amazing product
  
",5.0 out of 5 stars,"









  
  
    
  This is just Divine! I really thought it would be just water. It is so much more and absolutely magical. My skin is ridiculously reactive also prone to Perioral Dermatitis. I have started to simply my routine with really quality products.deaigned for my type of skin. I am so thankful for this! It is a fantastic addition to my routine.

  
"
"







  
  
    The best Spring water
  
",5.0 out of 5 stars,"









  
  
    
  The very best mineral water for your skin.

  
"
"







  
  
    How is the results
  
",5.0 out of 5 stars,"









  
  
    
  It make my skin smoother and watery

  
"
"







  
  
    Good
  
",5.0 out of 5 stars,"









  
  
    
  🙂

  
"
"







  
  
    Is cool
  
",5.0 out of 5 stars,"









  
  
    
  Is cool

  
"
"







  
  
    Instantly Refreshes Face Skin
  
",5.0 out of 5 stars,"









  
  
    
  This product is amazing! And I’ve only used it a week. I was in search of an eye cream for sensitive eye lids and found the product by this brand.  It is also great. My eyes can not tolerate most eye creams. I saw this water in the other products and read the reviews which convinced me to try it. I spray my face in the morning after shower and again after I wash my face at night.  My skin is instantly restored and refreshed! Just try it. I love it enough to sit down and type this for you. Enjoy!

  
"
"







  
  
    Excellent!!
  
",5.0 out of 5 stars,"









  
  
    
  Excellent!!

  
"
"







  
  
    Too fragrant
  
",3.0 out of 5 stars,"









  
  
    
  I'm fragrant sensitive - couldn't use it.

  
"
"







  
  
    Refresh
  
",5.0 out of 5 stars,"









  
  
    
  Outstanding product

  
"
"







  
  
    Must have in my skincare routine
  
",5.0 out of 5 stars,"









  
  
    
  Love it so much for my sensitive skin.

  
"
"







  
  
    Great!
  
",5.0 out of 5 stars,"









  
  
    
  Love this H2O spray!!!

  
"
"







  
  
    AmaIng for sensitive skin
  
",5.0 out of 5 stars,"









  
  
    
  I have very sensitive skin and this product did the job and no irritating. Love it

  
"
"







  
  
    Not for me
  
",3.0 out of 5 stars,"









  
  
    
  I was pretty excited about this product, but honestly I'm not too impressed. It's a hairspray bottle full of mineral water. I'm glad others love it and have seen great results, but for me it's just an overpriced water mister.

  
"
"







  
  
    Best price
  
",4.0 out of 5 stars,"









  
  
    
  Amazing product

  
"
"







  
  
    Not recommended
  
",2.0 out of 5 stars,"









  
  
    
  Very disappointed with this product. For all the things it claims I feel like I wasted my money

  
"
"







  
  
    bad reaction - acne
  
",2.0 out of 5 stars,"









  
  
    
  i found this spray to be alright out of this brands products.-ACNE PRONE SKIN WARNING-pretty much all this brand's products have caused my skin to break out a lot more. i stuck to the regimen for 3 months. i kept telling myself the bad bacteria has to come out before i can have clean and clear skin to keep me from stopping the regimen. a little after 2 months my skin started breaking out in HUGE, PAINFUL pimples. i kept using it though hoping to see a turn around soon. i finally decided to stop after 3 months of using it due to the pain. two weeks later my skin is almost clear except for a couple stubborn zits????? weird.anyways, that was my experience. hopefully i help other people with acne prone skin to make the risk whether to buy or not. i know everyone's skin type is different.

  
"
"







  
  
    Love it. Must have.
  
",5.0 out of 5 stars,"









  
  
    
  I love it spray my sensitive skin to feel refreshed a couple times a day. Can not live without. But i dont think its moisturizing at all.

  
"
"







  
  
    AWESOME
  
",5.0 out of 5 stars,"









  
  
    
  OMG!!  This was amazing to use, it feels awesome, and when you press it, it come out so smoothly. You don’t need to press it more than 1 time for it to come out! Me and my family LOVES it! <3

  
"
"







  
  
    Good
  
",5.0 out of 5 stars,"









  
  
    
  Good

  
"
"







  
  
    Avene
  
",5.0 out of 5 stars,"









  
  
    
  It's only good BC it's an Avene product

  
"
"







  
  
    Amazing product
  
",5.0 out of 5 stars,"









  
  
    
  Works nice for my daughter.

  
"
"







  
  
    10/10
  
",5.0 out of 5 stars,"









  
  
    
  Love this product! It’s always going to be in my beauty routine, AM and PM

  
"
"







  
  
    Love
  
",5.0 out of 5 stars,"









  
  
    
  Love this stuff! Great cooling effect

  
"
"







  
  
    Nice
  
",5.0 out of 5 stars,"









  
  
    
  Nice

  
"
"







  
  
    Excellent purchase, will order again!
  
",5.0 out of 5 stars,"









  
  
    
  I love this product, will definitely buy again. It leaves my skin so moist and soft after it dries.

  
"
"







  
  
    Love it
  
",5.0 out of 5 stars,"









  
  
    
  Very nice, non irritating, soothes out fine lines and dry skin

  
"
"







  
  
    Been using this for years!!!!!
  
",5.0 out of 5 stars,"









  
  
    
  Travel size works wonders on long plane rides, love it!!!!!!!!

  
"
"







  
  
    Refreshing and addictive
  
",5.0 out of 5 stars,"









  
  
    
  I thought this seems like a useless product but it is a little addictive! It feels incredibly refreshing. I spray it on after my makeup, after a facial, if my skin is dry, if I’m hot if I’m stressed. I will probably always keep one of these on hand. I take it with me out of town as well. Great after a plane ride

  
"
"







  
  
    Great product
  
",5.0 out of 5 stars,"









  
  
    
  To moisturize and set makeup

  
"
"







  
    Excelente siempre.
  
  
",5.0 out of 5 stars,"









  
    
  Siempre la uso. Es muy bueno.  Despues de limpiar mi rostro uso esto como tónico.

  
  
"
"







  
  
    Damage
  
",1.0 out of 5 stars,"









  
  
    
  Damage product soon disappointed I waited over week. For this

  
"
"







  
  
    Good
  
",5.0 out of 5 stars,"









  
  
    
  Good for skin

  
"
"







  
  
    Magic
  
",5.0 out of 5 stars,"









  
  
    
  I found all of the 5-star reviews to be true in my experience with this product. I use it first thing in the morning, spritzing it in my (long curly) hair, on my scalp, and on my face. Then I gently scrunch my hair and lightly massage my face which, I imagine, nicely mixes the water with my natural facial oils. My face is then incredibly soft and my second-day curly hair has regained its oomph. My ultimate goal is to swipe on some lip and brow color (after applying sunscreen) and consider myself ready to go out into the world; working on that goal. As other reviewers have said, might be my imagination, but the way my skin and hair feel after applying this product, I feel great, refreshed and ready to go.

  
"
"







  
  
    Great as a Toner and Calming for Rosacea
  
",5.0 out of 5 stars,"









  
  
    
  I've used this for years as a toner. The mineral water has a calming effect that keeps my Rosacea at bay and its the perfect moisturizing spritz before applying creams. It is very gentle and has no scent. Also great to take on airplanes.

  
"
"







  
  
    It's a cooling mist and I love it!
  
",5.0 out of 5 stars,"









  
  
    
  It's water, for heaven's sake!  It's not a moisturizer, acne treatment or whatever.  It is water, thermal spring water from France.  I happen to love it, but cannot imagine expecting miracles from it.  I use it after washing my face to add that extra layer of moisture.  I let it semi-dry and then apply my favorite moisturizer.  For me, this is a great addition to my beauty routine and I really love that cool mist on my face after a shower.  I have used it for several years and have had zero problems with it.  My skin looks good enough that people comment on it and even the woman who does my facials has been complementary.  But that may just be down to genetics.  My mother had good skin too and she certainly never messed with expensive beauty products, just her Elizabeth Arden stuff.  I like good products and I love this cool spray of spring water after cleansing.

  
"
"







  
  
    Wonderful, magic water
  
",5.0 out of 5 stars,"









  
  
    
  It’s just water? But I love it??I use this in between layers of my skin care routine, when I’m sweaty and want a light refresh, or if my face is stinging after using an active skincare product. It cools my face down quickly and calms down any redness.If you use any products with hyaluronic acid, it’s good to apply on slightly damp skin so I’ll spray my face and then apply the moisturizer or serum. If your face is too dry and you’re in a dry environment HA can actually pull moisture out of your skin instead. This helps maximize the HA benefits.My skin is super dry in general so if my face dries fully in between skin care steps I’ll give it another spray with this before applying the next layer and then I can spread the product easier and use less product.This bottle seems pricey for what’s basically pressurized water but it’s honestly become a crucial part of my routine and I will keep buying it. My skin seems clearer since I started using it. It’s also lasted much longer than expected. I use it at least once a day most days, sometimes several times, and I’ve had it for 6+ months and it’s still at least 1/3 full.

  
"
"







  
  
    fresh spring water out of the can, without any irritation!
  
",5.0 out of 5 stars,"









  
  
    
  No scent! It’s really just like using clean fresh spring water out of the can, without any irritation and leaves a nice moisturized feel. I enjoy this product!

  
"
"







  
  
    Good
  
",5.0 out of 5 stars,"









  
  
    
  Real one. Good

  
"
"







  
  
    Amazing product
  
",5.0 out of 5 stars,"









  
  
    
  It’s very good for sensitive skin

  
"
"







  
  
    Oddly Amazing
  
",5.0 out of 5 stars,"









  
  
    
  I don't know how or why but this stuff makes my skin look amazing.  I spray it on after washing my face AM and PM, let it dry naturally and then proceed with my normal skincare routine.  I discovered it while researching products for Psoriasis and sensitive skin.  My Psoriasis cleared up after using Squaline, Medical Grade Skin Barrier and Oil Cleanser.  But this seemed to clear up the Psoriasis on my scalp where I really couldn't use the other products.  It is a very large bottle so I expect it will last a long time with just a spritz in the AM and PM.

  
"
"







  
  
    Love it
  
",5.0 out of 5 stars,"









  
  
    
  Excellent product

  
"
"







  
  
    Very nice!
  
",5.0 out of 5 stars,"









  
  
    
  Keep hydrated my face

  
"
"







  
  
    Love it!
  
",5.0 out of 5 stars,"









  
  
    
  Helps my eczema! Love this!

  
"
"







  
  
    Very good
  
",5.0 out of 5 stars,"









  
  
    
  Very pleasant surprise to make my winter skin less dry

  
"
"







  
  
    I love this product!That’s what it says and feels great on my skin!
  
",5.0 out of 5 stars,"









  
  
    
  I love this product!

  
"
"







  
  
    Amazing for Eczema
  
",5.0 out of 5 stars,"









  
  
    
  I have tried everything to help my sons eczema and nothing helped except for the Avene products! Im using the the Extremely, Xeracalm, Recovery and Thermal spring. Four products and within 2 days the redness went away! His skin is actually starting to heal!

  
"
"







  
  
    Scent free & moisturizing
  
",5.0 out of 5 stars,"









  
  
    
  As noted above.

  
"
"







  
  
    I use it every day
  
",5.0 out of 5 stars,"









  
  
    
  Great product

  
"
"







  
  
    indispensable
  
",5.0 out of 5 stars,"









  
  
    
  This spring water. It ganna be a part of my cosmetic in my life!!

  
"
"







  
  
    Meh?
  
",3.0 out of 5 stars,"









  
  
    
  I know people rave about this product- but it's literally just water in a aerosol can. It's okay, but nothing amazing. I have dry sensitive skin, btw.

  
"
"







  
  
    Will purchase again
  
",5.0 out of 5 stars,"









  
  
    
  Fragrance free! Love a good thermal water and this is perfect!

  
"
"







  
  
    this is magic!
  
",5.0 out of 5 stars,"









  
  
    
  Love this product. Dont know what i would do without this honestly. After a horrible sunburn i found this item and helped relieve my pain, feels nice and cool and easy to use.

  
"
"







  
  
    Works great on Psoriasis and Lichen planus sensitive skin
  
",5.0 out of 5 stars,"









  
  
    
  Works great on Psoriasis and Lichen planus sensitive skin

  
"
"







  
  
    Great
  
",5.0 out of 5 stars,"









  
  
    
  Great

  
"
"







  
  
    Great product but stopped spraying with half a bottle left.
  
",3.0 out of 5 stars,"









  
  
    
  So now it not usable.  :(

  
"
"







  
  
    Great
  
",5.0 out of 5 stars,"









  
  
    
  It is good for heat and it irritates irritated skin.

  
"
"







  
  
    Moisturizing
  
",1.0 out of 5 stars,"









  
  
    
  I really like this product,  I just got it today, OMG, the cover was broke when I opened the box. Hope it works well

  
"
"







  
  
    The spray head broke on me
  
",2.0 out of 5 stars,"









  
  
    
  The spray head broke on me, now i just have a bottle of mineral water on hand........

  
"
"







  
  
    Huge bottle and great for sensitive skin!
  
",5.0 out of 5 stars,"









  
  
    
  The bottle is huge and will last a long time! My daughter has sensitive skin and breaks out easy but this makes her skin look flawless!

  
"
"







  
  
    hard to say if it works
  
",3.0 out of 5 stars,"









  
  
    
  It seems to cool the skins due to evaporation but anything more is questionable.

  
"
"







  
  
    Amazing!
  
",5.0 out of 5 stars,"









  
  
    
  This is a miracle spray. I was suffering from dermatitis and eczema. This spray reduced the inflammation and I use it several times a day now because it feels amazing!

  
"
"







  
  
    Great feel after workout or face cleaning
  
",5.0 out of 5 stars,"









  
  
    
  I love the feel of this.  I have very sensitive skin and enjoy using this after my morning workout.  I also use it every night after cleaning my face.  I will sometimes spray after applying makeup as well.  It leaves me feeling refreshed

  
"
"







  
    Agua mágica
  
  
",5.0 out of 5 stars,"









  
    
  La frescura que deja en la cara es inigualable, excelente opción para el calo del verano.

  
  
"
"







  
  
    Refreshing!
  
",5.0 out of 5 stars,"









  
  
    
  I had a small sample bottle from A subscription and was excited to find a large bottle on amazon.  It is so refreshing on my sensitive skin! The spray comes out as a light cool mist.  I use it when outside on hot days and also use it as a conductor for when I use my microcurrent device.

  
"
"







  
  
    Very hydrating!
  
",5.0 out of 5 stars,"









  
  
    
  So nice!  I spray a bit of this on this after putting on my makeup and it makes me look like I’m not wearing any makeup at all!  Very refreshing.

  
"
"







  
  
    Awesome
  
",5.0 out of 5 stars,"









  
  
    
  I loved everything about it, no scent at all and refreshing!

  
"
"







  
  
    So far so good
  
",4.0 out of 5 stars,"









  
  
    
  I bought it for my sensitive skin. feels moisture right after using it but turns dry soon.

  
"
"







  
  
    Wonderful product but sprayer stopped working
  
",3.0 out of 5 stars,"









  
  
    
  This is a product I have used for a long time and love. I gave it a lower rating because, unfortunately, the spray nozzle on this particular unit stopped working recently and it is pass the return date. I guess I will have to buy the product from another source.

  
"
"







  
    Me encanta
  
  
",4.0 out of 5 stars,"









  
    
  Refresca se siente bien

  
  
"
"







  
  
    Good
  
",4.0 out of 5 stars,"









  
  
    
  Expensive but feel nice in face

  
"
"







  
  
    Amazing
  
",5.0 out of 5 stars,"









  
  
    
  Just a nice spray to freshen up after you wash your face .... feels smooth & cool ...

  
"
"







  
  
    Propellant Face Spray?
  
",1.0 out of 5 stars,"









  
  
    
  Nothing special about this product at all. I don't know what all the hype is about.  Also,  it contains propellant, which I'd rather not spray on my face. No thanks for me!

  
"
"







  
  
    Important first step to apply to your skin
  
",5.0 out of 5 stars,"









  
  
    
  Discover this water last summer visiting my sisters in Quebec, perfect for my morning wake-up...So good for skin.

  
"
"







  
  
    Didn’t work
  
",1.0 out of 5 stars,"









  
  
    
  Broke my face out

  
"
"







  
  
    Authentic
  
",5.0 out of 5 stars,"









  
  
    
  Authentic product with sealed packaging!

  
"
"







  
  
    Good
  
",5.0 out of 5 stars,"









  
  
    
  Very easy to use

  
"
"







  
  
    EXPENSIVE waste disposal item
  
",1.0 out of 5 stars,"









  
  
    
  My wife loves this stuff. I purchased both the large and small options. The large bottle WILL NOT mist, in fact it does nothing, hence she now has a $19.00 bottle of SPECIAL TRASH WATER to dispose of.

  
"
"







  
  
    Fantastic
  
",5.0 out of 5 stars,"









  
  
    
  It is very lasting on my face

  
"
"







  
  
    Yay for cool and misty water
  
",4.0 out of 5 stars,"









  
  
    
  You could put NYC tap water in an aerosol can and it would feel and do exactly the same thing.  I ordered this after I couldn't decided on a new spritz toner.  The one I usually use is discontinued.  I knew exactly what I was getting, but I guess I got a little too excited after reading the reviews.  First, anyone who says ""it's basically water"" and is surprised but this....yes, yes it is water.  Simply water.  Second, remember that this is just water and don't be fooled by any rave reviews.  Cool misty water feels invigorating.  Cool misty water feels refreshing.  Cool misty water has the benefit of feeling cool and misty.  I'm giving 3 stars because the company has the gall to toot benefits other than ""cool and misty feels good"".  BUT I'm adding a star because it feels quite nice.  You know, cool and misty.

  
"
"







  
  
    good
  
",5.0 out of 5 stars,"









  
  
    
  It's comfortable to use this skin.

  
"
"







  
  
    Good
  
",5.0 out of 5 stars,"









  
  
    
  Love it

  
"
"







  
  
    Recommend for sensitive skin and user with no particular requirement on a spray
  
",4.0 out of 5 stars,"









  
  
    
  I love just pure water and fine spray like this, Avene is the best, and better than evian(fine spray).but there is a bad scent when is spray, although it doesn't feel like something go bad, rather, more of a specific gas for preservation? But I did't feel this when I'm using this product in China. Weird.

  
"
"







  
  
    Must have
  
",5.0 out of 5 stars,"









  
  
    
  Great product

  
"
"







  
  
    good
  
",5.0 out of 5 stars,"









  
  
    
  nice one

  
"
"







  
  
    I use it often
  
",5.0 out of 5 stars,"









  
  
    
  When I was in Germany, I bought it and like the feeling using it, so when I arrived in USA, I bought it again! Highly recommended!

  
"
"







  
  
    as what i expected
  
",5.0 out of 5 stars,"









  
  
    
  wife loves it

  
"
"







  
  
    Good price for big bottles.
  
",5.0 out of 5 stars,"









  
  
    
  Good for use after bath and brush teeth when the skin gets dry and before lotion.

  
"
"







  
  
    Keeps you hydrated
  
",5.0 out of 5 stars,"









  
  
    
  Love it

  
"
"







  
  
    Love it
  
",5.0 out of 5 stars,"









  
  
    
  Very love it ,have bought it too many times

  
"
"







  
  
    I was skeptical at first, but now I’m hooked!
  
",5.0 out of 5 stars,"









  
  
    
  I was skeptical because let’s be honest, it sounds like snake oil... it’s fancy French spring water in an aerosol can. But, I really do love this spray!I purchased when an at-home facial wax went terribly wrong (I pulled off patches of skin from my face, ouch!!) and an online article recommended this product as part of the solution to keep skin moisturized while it recovered. I’m not sure if it’s magic or what, but this product really helped - I healed in 3 days or less.Additionally, the mist is so refreshing! Now that I’m healed, I’m hooked and use this in my regimen day and night to refresh and moisturize.

  
"
"







  
  
    Love Avene
  
",5.0 out of 5 stars,"









  
  
    
  Love Avene

  
"
"







  
  
    Shoping
  
",5.0 out of 5 stars,"









  
  
    
  Very good

  
"
"







  
  
    Absolutely love this product
  
",5.0 out of 5 stars,"









  
  
    
  Keeps me refreshed on a hot Summer's day

  
"
"







  
  
    Calms itch
  
",5.0 out of 5 stars,"









  
  
    
  This spray is so refreshing and skin feels nourished. I keep it at bedside and spray at night. Spray it on your feet!

  
"
"







  
  
    You need this
  
",5.0 out of 5 stars,"









  
  
    
  Amazing product. My skin has never been so clear and smooth. Gentle way to hydrate

  
"
"







  
  
    Unbelievable
  
",5.0 out of 5 stars,"









  
  
    
  I initially thought the reviews were fake. But considering how sensitive and jacked my skin had become due to meds prescribed by a dermatologist, I was desperate.  In addition, I had these dark patches on my cheeks and forehead because the meds, pretty much burned my skin. This miracle water in a can is just that..A miracle.  I can still see the dark patches, but they are slowly being healed. I use it after I cleanse my skin, and sometimes during the day when those areas become irritated.  My skin no longer looks dry and cracked but moisturized. I will forever keep this product on hand as long as it is in production.

  
"
"







  
  
    Literally Miraculous Results
  
",5.0 out of 5 stars,"









  
  
    
  My daughter had horrific eczema on her hands and arms. Nothing helped, including prescriptions from the dermatologist. We tried this product on a whim after seeing it on Pinterest. She uses the Thermal spray along with the Avenue Xera bar soap ( not available on Amazon) and the results have been miraculous! Very thankful for this find!

  
"
"







  
  
    Like this product
  
",5.0 out of 5 stars,"









  
  
    
  I will buy it again

  
"
"







  
  
    MUST HAVE!
  
",5.0 out of 5 stars,"









  
  
    
  I've been using this product for almost 15yrs already, incredible how it became a staple of my skin care routine

  
"
"







  
  
    LOVE!!!
  
",4.0 out of 5 stars,"









  
  
    
  Amazingly refresing. Great addition to my daily skin routine and wonderful for long flights or road trips that can dry the heck out of your skin.

  
"
"







  
  
    good
  
",5.0 out of 5 stars,"









  
  
    
  good product

  
"
"







  
  
    Try this if you’re struggling with sensitive skin.
  
",5.0 out of 5 stars,"









  
  
    
  Saved my sensitive skin! I used this every morning and night for one week, and my skin is transformed! I’m already ordering a second bottle and putting it on auto ship. I never want to be without this magic water.

  
"
"







  
  
    it is not regular water
  
",4.0 out of 5 stars,"









  
  
    
  It is good for my skin and very refreshing, love it.

  
"
"







  
  
    Broken Nozzle
  
",1.0 out of 5 stars,"









  
  
    
  Sadly, I didn’t try and start to use this until after the return window had closed. The nozzle worked for about a week (2-3 uses) but quit soon after. Was always stored in a drawer with the protective lid on.Could have been just one of those things, but make sure to check yours as soon as it’s delivered so you don’t get stuck with a defective one.

  
"
"







  
  
    Excelent
  
",5.0 out of 5 stars,"









  
  
    
  Hand and face

  
"
"







  
  
    Good product but amazon plays games with price
  
",1.0 out of 5 stars,"









  
  
    
  Amazing product. I totally love it but I’m disappointed by price games Amazon plays. I purchased it for $18.50 on April 3rd and noticed that the price dropped by $4 not even 2 weeks later. Seriously?! So not cool.

  
"
"







  
  
    Avene Thermal Spring Water
  
",5.0 out of 5 stars,"









  
  
    
  Love, Love, love all Avene products. This mist is so fine and so refreshing!! I even use it as a setting spray for my mineral powder foundation. I have oily/combination sensitive skin and Avene products are so perfect for my daily regime.

  
"
"







  
  
    Awesome after any facial procedures
  
",5.0 out of 5 stars,"









  
  
    
  I used this after chemical peels and skinpen to relieve discomfort on my face and neck. It’s good for just a good light mist and hydration.

  
"
"







  
  
    Aerosol spray did not work! NO RETURNS.
  
",1.0 out of 5 stars,"









  
  
    
  I love this product, but the bottle I was sent barely worked upon arrival and got worse within a few days. It is a full bottle but nothing comes out. It is a non returnable item so I’m stuck with a full bottle that was $20. I’m SO bummed. Possibly because of the pressure in the aerosol? I would recommend purchasing this product in a store if possible.

  
"
"







  
  
    Love it! Buy it again and again
  
",5.0 out of 5 stars,"









  
  
    
  This is my go-to facial spray. I do it after my essence and moisturizer steps. It has made a noticeable difference on my sensitive skin, increasing hydration and decreasing redness.

  
"
"







  
  
    Awesome
  
",5.0 out of 5 stars,"









  
  
    
  Awesome

  
"
"







  
  
    This is a must have at all time!
  
",5.0 out of 5 stars,"









  
  
    
  Completely hooked to this product for years! Before applying facial cream, after applying make up, during a long flight (smaller format is available), first thing in the morning, before going to bed... I love it so much! It is an essential item to keep your skin hydrated at all time!

  
"
"







  
  
    Perfect for the summer
  
",5.0 out of 5 stars,"









  
  
    
  This is a must-have for summer in Atlanta. Love!!!

  
"
"







  
  
    Good Spray
  
",4.0 out of 5 stars,"









  
  
    
  Tested on my sensitive skin, it is pretty good.

  
"
"







  
  
    Refreshing & Enhances Application!
  
",5.0 out of 5 stars,"









  
  
    
  I use this before I apply my C Serum it makes it so easy to apply!

  
"
"







  
  
    Pick me up for face
  
",5.0 out of 5 stars,"









  
  
    
  Spray on face several times a day. Does not mess with makeup and is moisturizing.

  
"
"







  
  
    Good
  
",5.0 out of 5 stars,"









  
  
    
  I like that product a lot

  
"
"







  
  
    Quality
  
",5.0 out of 5 stars,"









  
  
    
  My mom is 89 years old and it works very well for her skin

  
"
"







  
  
    So refreshing!!
  
",5.0 out of 5 stars,"









  
  
    
  I have extremely sensitive skin and this product is so great to spray on your face to moisturize and hydrate your skin

  
"
"







  
  
    no idea
  
",1.0 out of 5 stars,"









  
  
    
  I dont know

  
"
"







  
  
    Good product
  
",5.0 out of 5 stars,"









  
  
    
  I just love the product. Recommended.

  
"
"







  
  
    Love this line of products
  
",5.0 out of 5 stars,"









  
  
    
  I love this product. It's nice and cooling, feels wonderful.

  
"
"







  
  
    Only 1 bottle
  
",3.0 out of 5 stars,"









  
  
    
  I only received one bottle but I bought pack of 2.

  
"
"







  
  
    Pay for two and only get one
  
",1.0 out of 5 stars,"









  
  
    
  The description says two pack I received one. Very disappointed

  
"
"







  
  
    Best setting spray
  
",4.0 out of 5 stars,"









  
  
    
  I use this for setting my look and its so so refreshing.

  
"
"







  
  
    Delivery
  
",1.0 out of 5 stars,"









  
  
    
  Is advertised as pack of 2 and only 1 delivered.

  
"
"







  
  
    Perfection
  
",5.0 out of 5 stars,"









  
  
    
  This is LIFE!! I'M A SLAVE of this product

  
"
"







  
  
    It's great!
  
",5.0 out of 5 stars,"









  
  
    
  It's great!

  
"
"







  
  
    Love it!
  
",5.0 out of 5 stars,"









  
  
    
  Moisturizing and great for sensitive skin!

  
"
"







  
  
    Perfect
  
",5.0 out of 5 stars,"









  
  
    
  I spray this after applying my Hyaluronic acid serum and during the day.It’s literally magic in a can

  
"
"







  
  
    Smells bad
  
",1.0 out of 5 stars,"









  
  
    
  I do not like the smell of this product.Also, the description said I was getting 2, I got 1. (that description has since been updated)Since this is not a returnable item there is no recourse.

  
"
